"Name";"Entity";"System drive free space";"System drive capacity";"Hard disks";"Hard disks manufacturers";"System disk type";"Last seen";"Business Unit";"Model";"Engine"
"IDJAKMLB82HMT2";"Marsh - Jakarta (ID) - Laptop";"15321677824";"252736155648";"Toshiba KBG40ZNS256G NVMe TOSHIBA 256GB:256052966400:NULL:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-13T15:45:12";"Marsh";"Dell Latitude 5300";"engine-5"
"IDJAKML982HMT2";"Marsh - Jakarta (ID) - Laptop";"17613869056";"252736155648";"Toshiba KBG40ZNS256G NVMe TOSHIBA 256GB:256052966400:NULL:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-13T21:20:00";"Marsh";"Dell Latitude 5300";"engine-5"
"MYKLUMLHH1XGC2";"Marsh - Kuala Lumpur (MY) - Laptop";"18828460032";"255050399744";"Intel INTEL SSDSCKGF256A5 SATA 256GB:256052966400:0.8:SSD:boot disk:ok";"Intel";"SSD";"2022-05-13T22:34:11";"Marsh";"Dell Latitude E7270";"engine-5"
"SGSGPML3XTM7Y2";"Marsh - Singapore (SG) - Laptop";"20323565568";"252736155648";"LITEON CV8-8E256-11 SATA 256GB:256052966400:0.9:SSD:boot disk:ok";"";"SSD";"2022-05-13T18:13:07";"Marsh";"Dell Latitude 7290";"engine-5"
"IDJAKML4BSB5H2";"Marsh - Jakarta (ID) - Laptop";"10888019968";"255374094336";"SanDisk X400 M.2 2280 256GB:256052966400:0.7:SSD:boot disk:ok";"";"SSD";"2022-05-14T00:14:43";"Marsh";"Dell Latitude E7270";"engine-5"
"SGSGPMLJLCCTN2";"Marsh - Singapore (SG) - Laptop";"24479776768";"252736155648";"Micron 1100 SATA 256GB:256052966400:0.8:SSD:boot disk:ok";"Micron";"SSD";"2022-05-14T01:47:44";"Marsh";"Dell Latitude 7280";"engine-5"
"IDJAKML8YGG6Y2";"Marsh - Jakarta (ID) - Laptop";"16341929984";"252736155648";"SAMSUNG SSD PM871b M.2 2280 256GB:256052966400:0.8:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T19:19:04";"Marsh";"Unknown Model";"engine-5"
"MYKLUMLBP49763";"Marsh - Kuala Lumpur (MY) - Laptop";"20801159168";"252736155648";"KBG40ZNS256G NVMe KIOXIA 256GB:256052966400:NULL:SSD:boot disk:ok";"";"SSD";"2022-05-13T21:09:01";"Marsh";"Dell Latitude 5310";"engine-5"
"THBANML61FLMC2";"Marsh - Bangkok (TH) - Laptop";"18695708672";"252736155648";"SanDisk X400 M.2 2280 256GB:256052966400:0.8:SSD:boot disk:ok";"";"SSD";"2022-05-13T17:50:21";"Marsh";"Dell Latitude E7270";"engine-5"
"IDJAKMLD82HMT2";"Marsh - Jakarta (ID) - Laptop";"22096990208";"252736155648";"Toshiba KBG40ZNS256G NVMe TOSHIBA 256GB:256052966400:NULL:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-13T17:35:11";"Marsh";"Dell Latitude 5300";"engine-5"
"SGSGPML58KXMV2";"Marsh - Singapore (SG) - Laptop";"17348198400";"252736155648";"SK hynix SC401 SATA 256GB:256052966400:0.9:SSD:boot disk:ok";"";"SSD";"2022-05-13T20:43:02";"Marsh";"Dell Latitude 7280";"engine-5"
"MYKLUMLJ8YTN93";"Marsh - Kuala Lumpur (MY) - Laptop";"25950498816";"252736155648";"KBG40ZNS256G NVMe KIOXIA 256GB:256052966400:NULL:SSD:boot disk:ok";"";"SSD";"2022-05-13T21:20:58";"Marsh";"Dell Latitude 5310";"engine-5"
"THBANML5F2JMT2";"Marsh - Bangkok (TH) - Laptop";"26238377984";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T20:27:06";"Marsh";"Dell Latitude 5300";"engine-5"
"MYKLUML6LN5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"26593550336";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T15:03:16";"Marsh";"Dell Latitude 5300";"engine-5"
"IDJAKMLG5SB5H2";"Marsh - Jakarta (ID) - Laptop";"18139385856";"255044403200";"SanDisk X400 M.2 2280 256GB:256052966400:0.8:SSD:boot disk:ok";"";"SSD";"2022-05-13T16:12:54";"Marsh";"Dell Latitude E7270";"engine-5"
"MYKLUMLDYV5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"12154445824";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-14T09:37:14";"Marsh";"Dell Latitude 5300";"engine-5"
"SGSGPML54R7SN2";"Marsh - Singapore (SG) - Laptop";"23358980096";"254170058752";"SAMSUNG SSD SCSI Disk Device:256052966400:0.9:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T10:42:20";"Marsh";"Dell Latitude 7280";"engine-5"
"MYKLUML77N5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"22496481280";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T22:25:18";"Marsh";"Dell Latitude 5300";"engine-5"
"MYKLUML1SW5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"6497026048";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T20:33:50";"Marsh";"Dell Latitude 5300";"engine-5"
"SGSGPML4R3GQN2";"Marsh - Singapore (SG) - Laptop";"4980580352";"254169985024";"TOSHIBA KSG60ZMV256G SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-13T16:59:03";"Marsh";"Dell Latitude 7280";"engine-5"
"MYKLUMLD8QXNQ2";"Marsh - Kuala Lumpur (MY) - Laptop";"19003338752";"246800166912";"Samsung Samsung SSD 970 EVO 250GB:250056737280:NULL:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T18:16:57";"Marsh";"Dell Latitude 7280";"engine-5"
"MYKLUML4XV5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"26212249600";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T17:36:31";"Marsh";"Dell Latitude 5300";"engine-5"
"SGSGPML4RG9NN2";"Marsh - Singapore (SG) - Laptop";"9282359296";"254086057984";"SK hynix SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok";"";"SSD";"2022-05-12T07:55:23";"Marsh";"Dell Latitude 7280";"engine-5"
"SGSGPML88KXMV2";"Marsh - Singapore (SG) - Laptop";"13045616640";"252736155648";"SK hynix SC401 SATA 256GB:256052966400:0.9:SSD:boot disk:ok";"";"SSD";"2022-05-12T21:39:58";"Marsh";"Dell Latitude 7280";"engine-5"
"IDJAKMLFR4X5Y2";"Marsh - Jakarta (ID) - Laptop";"12743843840";"252736155648";"Micron Micron 2200S NVMe 256GB:256052966400:NULL:SSD:boot disk:ok";"Micron";"SSD";"2022-05-14T08:48:51";"Marsh";"Dell Latitude 7300";"engine-5"
"MYKLUML75N5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"24598827008";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T17:02:16";"Marsh";"Dell Latitude 5300";"engine-5"
"MYKLUMLFKN5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"21617483776";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T15:25:11";"Marsh";"Dell Latitude 5300";"engine-5"
"THBANML2JQDRC2";"Marsh - Bangkok (TH) - Laptop";"16987127808";"255050002432";"SanDisk X400 M.2 2280 256GB:256052966400:0.8:SSD:boot disk:ok";"";"SSD";"2022-05-13T20:36:48";"Marsh";"Dell Latitude E7270";"engine-5"
"SGSGPMLGPMGNV2";"Marsh - Singapore (SG) - Laptop";"19869454336";"252736155648";"SK hynix SC401 SATA 256GB:256052966400:0.9:SSD:boot disk:ok";"";"SSD";"2022-05-13T17:18:16";"Marsh";"Dell Latitude 7280";"engine-5"
"IDJAKML9LT57Y2";"Marsh - Jakarta (ID) - Laptop";"15944986624";"252736155648";"TOSHIBA KSG60ZMV256G M.2 2280 256GB:256052966400:0.9:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-13T21:23:06";"Marsh";"Unknown Model";"engine-5"
"MYKLUML4GGCJW2";"Marsh - Kuala Lumpur (MY) - Laptop";"23129968640";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-12T17:50:37";"Marsh";"Dell Latitude 5300";"engine-5"
"MYKLUML47N5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"21493600256";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-11T15:32:14";"Marsh";"Dell Latitude 5300";"engine-5"
"MYKLUML7RW5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"26458648576";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:0.9:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T23:03:54";"Marsh";"Dell Latitude 5300";"engine-5"
"THBANMLFTPQ1N2";"Marsh - Bangkok (TH) - Laptop";"15523901440";"254171295744";"SK hynix SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok";"";"SSD";"2022-05-13T21:41:01";"Marsh";"Dell Latitude 7280";"engine-5"
"THBANMLD7RTJW2";"Marsh - Bangkok (TH) - Laptop";"13160062976";"252736155648";"BC511 NVMe SK hynix 256GB:256052966400:NULL:SSD:boot disk:ok";"";"SSD";"2022-05-13T17:44:07";"Marsh";"Dell Latitude 5300";"engine-5"
"IDJAKML282HMT2";"Marsh - Jakarta (ID) - Laptop";"26620538880";"252736155648";"Toshiba KBG40ZNS256G NVMe TOSHIBA 256GB:256052966400:NULL:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-13T16:57:49";"Marsh";"Dell Latitude 5300";"engine-5"
"MYKLUML6XV5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"1712427008";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T16:12:47";"Marsh";"Dell Latitude 5300";"engine-5"
"MYKLUMLJ5N5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"10743533568";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T17:38:54";"Marsh";"Dell Latitude 5300";"engine-5"
"MYKLUMLCGHF4Q2";"Marsh - Kuala Lumpur (MY) - Laptop";"18733076480";"246800166912";"Samsung Samsung SSD 860 EVO M.2 250GB:250056737280:0.9:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T16:14:23";"Marsh";"Dell Latitude 7280";"engine-5"
"MYKLUML1JN5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"16912982016";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T12:34:06";"Marsh";"Dell Latitude 5300";"engine-5"
"IDJAKML2T5TNQ2";"Marsh - Jakarta (ID) - Laptop";"23824322560";"255085457408";"Micron 1100 SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok,Seagate One Touch w/PW:1000202273280:NULL:ok";"Micron,Seagate";"SSD";"2022-05-13T23:55:56";"Marsh";"Dell Latitude 7280";"engine-5"
"IDJAKML32H9MT2";"Marsh - Jakarta (ID) - Laptop";"16816910336";"252736155648";"Toshiba KBG40ZNS256G NVMe TOSHIBA 256GB:256052966400:NULL:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-13T22:06:19";"Marsh";"Dell Latitude 5300";"engine-5"
"IDJAKML7SXRNQ2";"Marsh - Jakarta (ID) - Laptop";"25650323456";"254171762688";"Micron 1100 SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok";"Micron";"SSD";"2022-05-14T05:49:59";"Marsh";"Dell Latitude 7280";"engine-5"
"IDJAKML1XFD6Y2";"Marsh - Jakarta (ID) - Laptop";"25553117184";"252736155648";"SAMSUNG SSD PM871b M.2 2280 256GB:256052966400:0.9:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T20:19:44";"Marsh";"Unknown Model";"engine-5"
"VNHNIML564L6Y2";"Marsh - Hanoi (VN) - Laptop";"17638383616";"252736155648";"SAMSUNG SSD PM871b M.2 2280 256GB:256052966400:0.9:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T22:20:00";"Marsh";"Dell Latitude 5290";"engine-5"
"VNHCMML404L6Y2";"Marsh - Ho Chi Minh City (VN) - Laptop";"4613222400";"252736155648";"SAMSUNG SSD PM871b M.2 2280 256GB:256052966400:0.8:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T23:44:56";"Marsh";"Dell Latitude 5290";"engine-5"
"IDJAKML4ZFD6Y2";"Marsh - Jakarta (ID) - Laptop";"22027882496";"252736155648";"SAMSUNG SSD PM871b M.2 2280 256GB:256052966400:0.9:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T17:55:30";"Marsh";"Unknown Model";"engine-5"
"IDJAKML692HMT2";"Marsh - Jakarta (ID) - Laptop";"10548228096";"252736155648";"Toshiba KBG40ZNS256G NVMe TOSHIBA 256GB:256052966400:NULL:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-13T18:25:05";"Marsh";"Dell Latitude 5300";"engine-5"
"IDJAKML482HMT2";"Marsh - Jakarta (ID) - Laptop";"14594404352";"252736155648";"Toshiba KBG40ZNS256G NVMe TOSHIBA 256GB:256052966400:NULL:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-13T17:49:58";"Marsh";"Dell Latitude 5300";"engine-5"
"THBANML6P2JMT2";"Marsh - Bangkok (TH) - Laptop";"16724504576";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T23:15:30";"Marsh";"Dell Latitude 5300";"engine-5"
"IDJAKML52H9MT2";"Marsh - Jakarta (ID) - Laptop";"13230907392";"252736155648";"Toshiba KBG40ZNS256G NVMe TOSHIBA 256GB:256052966400:NULL:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-13T23:48:44";"Marsh";"Dell Latitude 5300";"engine-5"
"VNHCMMLF087PW2";"Marsh - Ho Chi Minh City (VN) - Laptop";"25220472832";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T14:30:06";"Marsh";"Dell Latitude 5300";"engine-5"
"IDJAKML6Z0RNQ2";"Marsh - Jakarta (ID) - Laptop";"17660555264";"254171623424";"Micron 1100 SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok";"Micron";"SSD";"2022-05-13T20:48:40";"Marsh";"Dell Latitude 7280";"engine-5"
"THBANML3G2JMT2";"Marsh - Bangkok (TH) - Laptop";"17683931136";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T16:02:59";"Marsh";"Dell Latitude 5300";"engine-5"
"IDJAKMLJWM57Y2";"Marsh - Jakarta (ID) - Laptop";"25841491968";"252736155648";"TOSHIBA KSG60ZMV256G M.2 2280 256GB:256052966400:0.9:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-13T22:00:34";"Marsh";"Unknown Model";"engine-5"
"THBANML86TTLW2";"Marsh - Bangkok (TH) - Laptop";"20478717952";"252736155648";"Samsung PM991 NVMe Samsung 256GB:256052966400:NULL:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T22:29:55";"Marsh";"Dell Latitude 5300";"engine-5"
"VNHNIMLGJYK6Y2";"Marsh - Hanoi (VN) - Laptop";"26051485696";"252736155648";"SAMSUNG SSD PM871b M.2 2280 256GB:256052966400:0.9:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T21:30:49";"Marsh";"Dell Latitude 5290";"engine-5"
"THBANMLB6L2PQ2";"Marsh - Bangkok (TH) - Laptop";"25578958848";"254171975680";"TOSHIBA KSG60ZMV256G SCSI Disk Device:256052966400:0.9:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-14T00:33:07";"Marsh";"Dell Latitude 7280";"engine-5"
"MYKLUMLHZS4PN2";"Marsh - Kuala Lumpur (MY) - Laptop";"22169563136";"246800166912";"Samsung Samsung SSD 860 EVO M.2 250GB:250056737280:0.9:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T12:14:43";"Marsh";"Dell Latitude 7280";"engine-5"
"MYKLUMLDSW5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"17015611392";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-14T00:53:29";"Marsh";"Dell Latitude 5300";"engine-5"
"PHMNLML6T9ZZY2";"Marsh - Manila (PH) - Laptop";"10035068928";"252736155648";"Micron 1300 SATA 256GB:256052966400:0.9:SSD:boot disk:ok";"Micron";"SSD";"2022-05-13T18:11:41";"Marsh";"Dell Latitude 5290";"engine-5"
"IDJAKMLHPYPNQ2";"Marsh - Jakarta (ID) - Laptop";"18968395776";"254171869184";"Micron 1100 SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok";"Micron";"SSD";"2022-05-13T21:29:59";"Marsh";"Dell Latitude 7280";"engine-5"
"MYKLUML6S55KW2";"Marsh - Kuala Lumpur (MY) - Laptop";"14941114368";"252736155648";"BC511 NVMe SK hynix 256GB:256052966400:NULL:SSD:boot disk:ok";"";"SSD";"2022-05-13T15:29:05";"Marsh";"Dell Latitude 5300";"engine-5"
"PHMNLMLB4LJNH2";"Marsh - Manila (PH) - Laptop";"22413504512";"252736155648";"SK hynix SC311 SATA 256GB:256052966400:0.8:SSD:boot disk:ok";"";"SSD";"2022-05-13T22:21:17";"Marsh";"Dell Latitude 7480";"engine-5"
"PHMNLML4BSP1N2";"Marsh - Manila (PH) - Laptop";"24515928064";"255086751744";"SK hynix SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok";"";"SSD";"2022-05-13T17:50:21";"Marsh";"Dell Latitude 7480";"engine-5"
"PHMNLMLG94H0N2";"Marsh - Manila (PH) - Laptop";"5367508992";"254264524800";"Micron 1100 SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok";"Micron";"SSD";"2022-05-13T20:20:00";"Marsh";"Dell Latitude 7480";"engine-5"
"PHMNLML87SP1N2";"Marsh - Manila (PH) - Laptop";"12172296192";"254172098560";"SK hynix SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok";"";"SSD";"2022-05-13T21:06:00";"Marsh";"Dell Latitude 7480";"engine-5"
"MYKLUMLD5N5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"16056504320";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T22:12:17";"Marsh";"Dell Latitude 5300";"engine-5"
"MYKLUML19YTN93";"Marsh - Kuala Lumpur (MY) - Laptop";"6786969600";"252736155648";"KBG40ZNS256G NVMe KIOXIA 256GB:256052966400:NULL:SSD:boot disk:ok";"";"SSD";"2022-05-13T20:17:26";"Marsh";"Dell Latitude 5310";"engine-5"
"IDJAKML54GD6Y2";"Marsh - Jakarta (ID) - Laptop";"18098421760";"252736155648";"SAMSUNG SSD PM871b M.2 2280 256GB:256052966400:0.9:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T17:33:31";"Marsh";"Unknown Model";"engine-5"
"PHMNLML2LGRMH2";"Marsh - Manila (PH) - Laptop";"26288701440";"252736155648";"TOSHIBA THNSNK256GVN8 M.2 2280 256GB:256052966400:0.6:SSD:boot disk:ok";"Toshiba";"SSD";"2022-05-13T15:52:54";"Marsh";"Dell Latitude 7480";"engine-5"
"VNHCMML2W2XSQ2";"Marsh - Ho Chi Minh City (VN) - Laptop";"22746136576";"254171189248";"SAMSUNG SSD SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-12T16:01:24";"Marsh";"Dell Latitude 7280";"engine-5"
"PHMNLML4LGVTP2";"Marsh - Manila (PH) - Laptop";"20360069120";"254172114944";"Micron 1100 SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok";"Micron";"SSD";"2022-05-13T15:23:06";"Marsh";"Dell Latitude 7480";"engine-5"
"PHMNLMLGDYYZY2";"Marsh - Manila (PH) - Laptop";"9078091776";"252736155648";"Micron 1300 SATA 256GB:256052966400:0.9:SSD:boot disk:ok";"Micron";"SSD";"2022-05-14T09:44:05";"Marsh";"Dell Latitude 5290";"engine-5"
"MYKLUMLGT6HQC2";"Marsh - Kuala Lumpur (MY) - Laptop";"25544568832";"255043784704";"Intel INTEL SSDSCKGF256A5 SATA 256GB:256052966400:0.6:SSD:boot disk:ok";"Intel";"SSD";"2022-05-10T13:01:53";"Marsh";"Dell Latitude E7470";"engine-5"
"MYKLUMLBLN5NT2";"Marsh - Kuala Lumpur (MY) - Laptop";"17015267328";"252736155648";"Western Digital PC SN520 NVMe WDC 256GB:256052966400:NULL:SSD:boot disk:ok";"Western Digital";"SSD";"2022-05-13T12:23:10";"Marsh";"Dell Latitude 5300";"engine-5"
"SGSGPML2KC7SN2";"Marsh - Singapore (SG) - Laptop";"24935579648";"254153879552";"SAMSUNG SSD SCSI Disk Device:256052966400:0.8:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-11T19:00:00";"Marsh";"Dell Latitude 7280";"engine-5"
"SGSGPML1LBP3Z2";"Marsh - Singapore (SG) - Laptop";"20500271104";"252736155648";"Samsung PM981a NVMe Samsung 256GB:256052966400:NULL:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T12:27:07";"Marsh";"Dell Latitude 7300";"engine-5"
"IDJAKCLJSD2963";"MMC - Jakarta (ID) - Laptop";"18096914432";"252736155648";"SDXC Card:63861073920:NULL:ok,Samsung PM991 NVMe Samsung 256GB:256052966400:NULL:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T23:52:29";"MMC";"Dell Latitude 5310";"engine-18"
"IDJAKCLGTMD6Y2";"MMC - Jakarta (ID) - Laptop";"10567131136";"255084412928";"SAMSUNG SSD SCSI Disk Device:256052966400:0.9:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T17:28:02";"Marsh";"Unknown Model";"engine-18"
"IDJAKCL1C0F6Y2";"MMC - Jakarta (ID) - Laptop";"26380357632";"254170636288";"SAMSUNG SSD SCSI Disk Device:256052966400:0.9:SSD:boot disk:ok";"Samsung";"SSD";"2022-05-13T18:51:58";"MMC";"Unknown Model";"engine-18"
"SGSGPGLB9RJDB3";"Guy Carpenter - Singapore (SG) - Desktop";"18239488000";"506228355072";"KXG60PNV512G NVMe KIOXIA 512GB:512105932800:NULL:SSD:boot disk:ok";"";"SSD";"2022-05-14T10:10:00";"Guy Carpenter";"Dell Precision 5550";"engine-2"
"IDJAKGLDK4X5Y2";"Guy Carpenter - Jakarta (ID) - Desktop";"7580803072";"252736155648";"Micron Micron 2200S NVMe 256GB:256052966400:NULL:SSD:boot disk:ok";"Micron";"SSD";"2022-05-14T10:09:32";"Guy Carpenter";"Dell Latitude 7300";"engine-2"
"SGSGPGLC8V56S2";"Guy Carpenter - Singapore (SG) - Desktop";"15923068928";"252736155648";"LITEON CV8-8E256-11 SATA 256GB:256052966400:0.7:SSD:boot disk:ok";"";"SSD";"2022-05-13T16:18:38";"Guy Carpenter";"Dell Latitude 7290";"engine-2"
